year,industry1,industry2,occupation1,resignation_rate
2009,services,financial and insurance services,"clerical, sales and services workers",1.3
2009,services,financial and insurance services,"production and transport operators, cleaners and labourers",0.8
2009,services,real estate services,total,2.9
2009,services,real estate services,"professional, managers, executive and technicians",1.3
2009,services,real estate services,"clerical, sales and services workers",2.6
2009,services,real estate services,"production and transport operators, cleaners and labourers",3.9
2009,services,professional services,total,1.6
2009,services,professional services,"professional, managers, executive and technicians",1.5
2009,services,professional services,"clerical, sales and services workers",2.2
2009,services,professional services,"production and transport operators, cleaners and labourers",1.7
2009,services,administrative and support services,total,3.3
2009,services,administrative and support services,"professional, managers, executive and technicians",2.1
2009,services,administrative and support services,"clerical, sales and services workers",3.1
2009,services,administrative and support services,"production and transport operators, cleaners and labourers",3.9
2009,services,"community, social and personal services",total,1
2009,services,"community, social and personal services","professional, managers, executive and technicians",0.7
2009,services,"community, social and personal services","clerical, sales and services workers",1.6
2009,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.4
2009,others,others,total,2
2009,others,others,"professional, managers, executive and technicians",0.5
2009,others,others,"clerical, sales and services workers",1.2
2009,others,others,"production and transport operators, cleaners and labourers",3.6
2010,total,total,total,2
2010,total,total,"professional, managers, executive and technicians",1.4
2010,total,total,"clerical, sales and services workers",3.1
2010,total,total,"production and transport operators, cleaners and labourers",2.1
2010,manufacturing,"food, beverages and tobacco",total,2.8
2010,manufacturing,"food, beverages and tobacco","professional, managers, executive and technicians",1.6
2010,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",4.3
2010,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",2.4
2010,manufacturing,"paper,rubber,plastic products and printing",total,2.1
2010,manufacturing,"paper,rubber,plastic products and printing","professional, managers, executive and technicians",1.4
2010,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",2.9
2010,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",2.2
2010,manufacturing,"petroleum, chemical and pharmaceutical products",total,0.9
2010,manufacturing,"petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",0.8
2010,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",1.4
